tag,class,id,text,link,sentiment
h2,entry-title,,TMCP sweeps CU student union polls,,Neutral
a,,,TMCP sweeps CU student union polls,https://aitcofficial.org/aitc/tmcp-sweeps-cu-student-union-polls/,Neutral
div,entry-meta,,"Posted on January 29, 2017 | by aitc | Leave a Comment on TMCP sweeps CU student union polls",,Neutral
span,posted-on,,"Posted on January 29, 2017",,Neutral
a,,,"January 29, 2017",https://aitcofficial.org/aitc/tmcp-sweeps-cu-student-union-polls/,Neutral
span,comments-link,,Leave a Comment on TMCP sweeps CU student union polls,,Neutral
a,,,Leave a Comment on TMCP sweeps CU student union polls,https://aitcofficial.org/aitc/tmcp-sweeps-cu-student-union-polls/#respond,Neutral
span,screen-reader-text,,on TMCP sweeps CU student union polls,,Neutral
div,entry-content,,"It was a cakewalk for Trinamool Congress Chhatra Parishad (TMCP) in the Calcutta University union elections held on Saturday across the four campuses of College Street, Rajabazar, Ballygunge and Alipore. In the 140 seats contested, SFI and DSO won 15 seats and 14 seats respectively. TMCP won the remaining seats. In all, there are 840 seats on eight campuses of CU. Of which 673 were won uncontested by the TMCP. কলকাতা বিশ্ববিদ্যালয়ের ছাত্রভোটে জয়ী টিএমসিপি কলকাতা বিশ্ববিদ্যালয়ের ছাত্র সংসদ নির্বাচনে ৮২০টি আসনের মধ্যে তৃণমূল ছাত্র পরিষদ একাই পেয়েছে ৭৫০রও বেশি আসন। মোট ৮২০ জন ছাত্র প্রতিনিধি নির্বাচিত হয়েছে। তার মধ্যে টিএমসিপি ৬৭৩টি আসনে বিনা প্রতিদ্বন্দীতায় জয় লাভ করে। বালিগঞ্জ ক্যাম্পাসে ৭৬টি আসনে বিনা প্রতিদ্বন্দ্বিতায় জয়ী হয়েছে টিএমসিপি। ১১টি আসনে জিতেছে সংগঠন। হোম সায়েন্সে টিএমসিপি বিনা প্রতিদ্বন্দ্বিতায় ৩২টি আসনে জয়ী হয়েছে। ল ক্যাম্পাসে ৪৫টি আসনে, সল্টলেক ক্যাম্পাসে ৫৩টি আসনে, কঁাটাকল ক্যাম্পাসে (অর্থনীতি) ২৯টি আসনে বিনা প্রতিদ্বন্দ্বিতায় জয়ী তৃণমূলের ছাত্র সংগঠন। রাজাবাজার ক্যাম্পাসে ১২৭টি আসনে বিনা প্রতিদ্বন্দ্বিতায় জিতেছে তারা। কলেজ স্ট্রিট ক্যাম্পাসে টিএমসিপি ভোটে জিতেছে ৭২টি আসনে। বিনা প্রতিদ্বন্দ্বিতায় জয়ী ১৮৬টি আসনে। আলিপুর ক্যাম্পাসে ভোটে ৩৯টি আসনে ও বিনা প্রতিদ্বন্দ্বিতায় জয়ী ১০০টি আসনে। জুট বিভাগে ভোটে ২টি ও বিনা প্রতিদ্বন্দ্বিতায় জয়ী ১২টি আসনে।",,Neutral
p,,,"It was a cakewalk for Trinamool Congress Chhatra Parishad (TMCP) in the Calcutta University union elections held on Saturday across the four campuses of College Street, Rajabazar, Ballygunge and Alipore.",,Neutral
p,,,"In the 140 seats contested, SFI and DSO won 15 seats and 14 seats respectively. TMCP won the remaining seats.",,Neutral
p,,,"In all, there are 840 seats on eight campuses of CU. Of which 673 were won uncontested by the TMCP.",,Neutral
h1,,,কলকাতা বিশ্ববিদ্যালয়ের ছাত্রভোটে জয়ী টিএমসিপি,,Neutral
p,,,কলকাতা বিশ্ববিদ্যালয়ের ছাত্র সংসদ নির্বাচনে ৮২০টি আসনের মধ্যে তৃণমূল ছাত্র পরিষদ একাই পেয়েছে ৭৫০রও বেশি আসন। মোট ৮২০ জন ছাত্র প্রতিনিধি নির্বাচিত হয়েছে। তার মধ্যে টিএমসিপি ৬৭৩টি আসনে বিনা প্রতিদ্বন্দীতায় জয় লাভ করে।,,Neutral
p,,,"বালিগঞ্জ ক্যাম্পাসে ৭৬টি আসনে বিনা প্রতিদ্বন্দ্বিতায় জয়ী হয়েছে টিএমসিপি। ১১টি আসনে জিতেছে সংগঠন। হোম সায়েন্সে টিএমসিপি বিনা প্রতিদ্বন্দ্বিতায় ৩২টি আসনে জয়ী হয়েছে। ল ক্যাম্পাসে ৪৫টি আসনে, সল্টলেক ক্যাম্পাসে ৫৩টি আসনে, কঁাটাকল ক্যাম্পাসে (অর্থনীতি) ২৯টি আসনে বিনা প্রতিদ্বন্দ্বিতায় জয়ী তৃণমূলের ছাত্র সংগঠন।",,Neutral
p,,,রাজাবাজার ক্যাম্পাসে ১২৭টি আসনে বিনা প্রতিদ্বন্দ্বিতায় জিতেছে তারা। কলেজ স্ট্রিট ক্যাম্পাসে টিএমসিপি ভোটে জিতেছে ৭২টি আসনে। বিনা প্রতিদ্বন্দ্বিতায় জয়ী ১৮৬টি আসনে। আলিপুর ক্যাম্পাসে ভোটে ৩৯টি আসনে ও বিনা প্রতিদ্বন্দ্বিতায় জয়ী ১০০টি আসনে। জুট বিভাগে ভোটে ২টি ও বিনা প্রতিদ্বন্দ্বিতায় জয়ী ১২টি আসনে।,,Neutral
span,cat-links,,Posted in AITC,,Neutral
span,tags-links,,"Tagged AITC, All India Trinamool Congress, Bengal, Calcutta University, CU, Kolkata, student union, TMCP, Trinamool, Trinamool Chhatra Parishad, Trinamool Congress, West Bengal",,Neutral
a,,,All India Trinamool Congress,https://aitcofficial.org/tag/all-india-trinamool-congress/,Neutral
a,,,Calcutta University,https://aitcofficial.org/tag/calcutta-university/,Neutral
a,,,student union,https://aitcofficial.org/tag/student-union/,Neutral
a,,,Trinamool Chhatra Parishad,https://aitcofficial.org/tag/trinamool-chhatra-parishad/,Neutral
a,,,Trinamool Congress,https://aitcofficial.org/tag/trinamool-congress/,Neutral
a,,,West Bengal,https://aitcofficial.org/tag/west-bengal/,Neutral
article,post-50466 post type-post status-publish format-standard has-post-thumbnail hentry category-aitc tag-aitc tag-all-india-trinamool-congress tag-bengal tag-mamata tag-mamata-banerjee tag-tmc tag-tmcp tag-trinamool tag-trinamool-chhatra-parishad tag-trinamool-congress tag-west-bengal,post-50466,"Trinamool Chairperson slams the Centre at TMCP Foundation Day rally Posted on August 26, 2016 | by admin2 | Leave a Comment on Trinamool Chairperson slams the Centre at TMCP Foundation Day rally Trinamool Congress Chairperson Mamata Banerjee addressed student activists today at a rally held near the statue of Mahatma Gandhi on Mayo Road. Slamming the Centre for interference in State matters, she said if the Centre did not stop interfering in three months, a protest would be held at Delhi. She also condemned the bandh culture of CPI(M) and said no bandh will be allowed in Bengal. The Chairperson asked the students to maintain discipline and work for nation-building. She urged them to take proactive roles in mass awareness about various schemes and programmes of the government. She announced that Youth Welfare Department of the government will also look after Students’ Welfare from now. FIVE THINGS MAMATA BANERJEE SAID AT THE RALLY: On student politics Politics should be for serving people, for nation-building. All politicians are not bad. If 1 per cent people are bad you cannot blame 99 per cent good people. Our students and youths are the future of the country. My foundation in politics was through student politics. Those who emerge from student activism they can never become thieves; they work for people. You can either work for a company or create an institution that creates jobs for lakhs for people. On recruitment of teachers Government is ready to initiate teachers’ appointment in 65000 vacant positions. Few politicians filed case against teachers’ recruitment and are now demanding why teachers are not getting jobs. On Centre’s neglect Centre has stopped giving us funds. They owe us Rs 1700 crore under 100 Days’ Work. Centre used to give 90 per cent funds for ICDS. Now they provide only 10 per cent. Centre wants States to provide 40-50 per cent funds for most schemes. But they will name every scheme after PM. They have completely destroyed the country. Delhi babus must not forget State governments are also elected by the people. People have the final say in a democracy. Centre’s budget for Beti Bachao scheme is Rs 100 crore for whole country. Our budget for Kanyashree is Rs 1000 crore. Will Narendra Modi buy a new suit with the money he is saving by stopping funds for welfare schemes? Our earning is Rs 40000 crore but thanks to the CPM, we have to pay debt instalment worth Rs 50000 crore. We will hit the streets if central interference and debt problem is not solved within 3 months. On Aadhaar Centre wants to make Aadhaar card mandatory. But they have not yet finished registration process. There is an order from Supreme Court saying Aadhaar is not mandatory. But Centre has stopped scholarships and pensions. Centre must not make Aadhaar mandatory for scholarships until 100 percent registration is over. If Centre stops scholarships, student community will protest. On bandhs Trinamool does not supports Bandhs. We are ready to debate and discuss the grievances of labourers. CPM believes in dadagiri in the name of bandhs. Trinamool will not allow bandh in Bengal. We will ensure normalcy of public life. Govt will compensate the properties damaged during bandhs. We will take stern action against bandh enforcers. Opposition only exists in TV studios. If press stops covering their events, they will give up protests. তৃণমূলের ছাত্র সমাবেশে কেন্দ্রকে তুলোধনা করলেন মমতা বন্দ্যোপাধ্যায় আজ মেয়ো রোডে গান্ধী মূর্তির পাদদেশে তৃণমূল ছাত্র পরিষদের সভার আয়োজন করা হয়েছিল। সভায় বক্তব্য রাখলেন তৃণমূল কংগ্রেসের সভানেত্রী মমতা বন্দ্যোপাধ্যায়। প্রতি বছর ২৮শে আগস্ট তৃণমূল ছাত্র পরিষদের প্রতিষ্ঠা দিবস হিসেবে পালিত হয়। তৃণমূল নেত্রী সহ অধিকাংশ তৃণমূল নেতারাই তাদের রাজনৈতিক জীবন শুরু করেছেন ছাত্র জীবন থেকে। রাজনীতির অর্থ মানুষকে সেবা করা, জাতি গঠন করা। সব রাজনীতিবিদরা খারাপ নন। যদি ১ শতাংশ মানুষ খারাপ হন, তাহলে বাকি ৯৯ শতাংশ ভালো মানুষকে খারাপ বলা উচিত নয়। ছাত্র ও যুবরাই আমাদের দেশের ভবিষ্যৎ, এদিন মঞ্চ থেকে এই বার্তাই দেন নেত্রী। নেত্রীর বক্তব্যের কিছু অংশ: ছাত্র জীবন থেকেই আমার রাজনীতি শুরু যারা ছাত্রজীবন থেকে সংগ্রাম করে, তারা কখনো চোর হয় না, তারা মানুষের জন্য কাজ করে আপনি কোন কোম্পানির হয়ে কাজ করতে পারেন অথবা কোন প্রতিষ্ঠান ও তৈরি করতে পারেন যার মাধ্যমে অনেক মানুষের কর্মসংস্থান হবে বেশ কিছু রাজনীতিবিদ শিক্ষকদের নিয়োগ বিরুদ্ধে মামলা দায়ের করেছে এবং এখন কেন শিক্ষকরা চাকরি পাচ্ছেন না কাজ দাবী করছে বাম আমলে একটু বৃষ্টিতেই কলকাতায় সারাদিন জল জমে থাকত, এখন জল জমলে তা পাম্প করে তা নামিয়ে দেওয়া হয় মানুষের সেবা করাই আমার কাজ। আমি তাই করব ছাত্র-ছাত্রীদের অসীম দায়িত্ব। আমি বাংলার ছাত্রছাত্রীদের অনুরোধ করব তারা যেন তাদের রাজ্যকে ভুলে না যান আমরা মাল্টি সুপার স্পেশালটি হসপিটাল তৈরি করছি, সেখানে আমাদের অনেক ডাক্তার প্রয়োজন কেন্দ্রের উচিত মেডিকেলের আসন সংখ্যা বৃদ্ধি করা। এতে সব রাজ্যই উপকৃত হবে কেন্দ্র আমাদের টাকা দেওয়া বন্ধ করে দিয়েছে। ১০০ দিনের কাজে আমাদের ১৭০০ কোটি টাকা বকেয়া রেখেছে আইসিডিএস এর ৯০% টাকা দেওয়ার কথা কেন্দ্রের, এখন তারা ১০% টাকা দিচ্ছে কেন্দ্র চায় রাজ্য অধিকাংশ প্রকল্পের ৪০-৫০% টাকা দিক, কিন্তু সব প্রকল্পের নাম প্রধানমন্ত্রীর নামে সারা দেশে ‘বেটি বাঁচাও বেটি পড়াও’ প্রকল্পে কেন্দ্রের বরাদ্দ ১০০ কোটি আর কন্যাশ্রী প্রকল্পে আমাদের বরাদ্দ অর্থ ১০০০ কোটি টাকা আধার কার্ড বাধ্যতামূলক করতে চায় কেন্দ্র। কিন্তু ওরা এখনোও রেজিস্ট্রেশন প্রক্রিয়াই সম্পূর্ণ করেনি যে সব উন্নয়নমূলক প্রকল্পের টাকা দেওয়া বন্ধ করে দিয়েছে সেই টাকা দিয়ে কি নরেন্দ্র মোদী নিজের পোশাক কিনছেন ওরা দেশটাকে ধ্বংস করে দিচ্ছে দিল্লির বাবুদের একথা ভুলে গেলে চলবে না রাজ্যের সরকার জনগণ দ্বারা নির্বাচিত হয়েছে নারায়ণী সেনাকে প্রশিক্ষণ দিচ্ছে বি এস এফ। কেউ কেউ আবার তা সমর্থন করছে, কি অহংকার ওরা জনগণনা ভুলে গিয়ে গরুগণনা করছে সুপ্রিম কোর্ট বলেছে আধার কার্ড বাধ্যতামূলক করা যাবে না। কিন্তু কেন্দ্র স্কলারশিপ ও পেনশনের টাকা দেওয়া বন্ধ করে দিয়েছে গণতন্ত্রে মানুষই শেষ কথা বলে ১০০% রেজিস্ট্রেশন সম্পূর্ণ না হওয়া পর্যন্ত আধার কার্ড বাধ্যতামূলক করা উচিত নয় কেন্দ্রের কেন্দ্র স্কলারশিপ দেওয়া বন্ধ করে দিলে ছাত্র সংগঠন তার প্রতিবাদ করবে আমাদের অ্যায় ৪০০০০ কোটি টাকা কিন্তু সিপিএমের দেনায় দায় দায় আমরা বহন করছি, তাই ঋণ দিতে হচ্ছে ৫০০০০ কোটি টাকা কেন্দ্র হস্তক্ষেপ করা বন্ধ না করলে এবং তিন মাসের মধ্যে সমস্যার সমাধান না করলে আমরা রাস্তায় নামব দলিত ও সংখ্যালঘুদের ওপর অত্যাচারের বিরুদ্ধে আমরা কংগ্রেস প্রতিবাদের ভাষা ভুলে গেছে কেন্দ্রে যখন কংগ্রেস ক্ষমতায় ছিল, তখন রাজ্যে ক্ষমতায় ছিল সিপিএম, কেউ কোন কাজ করেনি তৃণমূল বনধকে সমর্থন করে না। আমরা শ্রমিকদের সঙ্গে সব রকম আলোচনা করতে রাজি আছি বনধএর নামে দাদাগিরি তে বিশ্বাসী সিপিএম বাংলায় বনধ তৃণমূল বরদাস্ত করবে না, আমরা শান্তিপূর্ণ ভাবে সব খোলা রাখব বনধে যেসব ক্ষতি হবে তার ক্ষতিপূরণ সরকার দেবে। জোর করে বনধ করলে আমরা কঠোর ব্যবস্থা নেব বিরোধীদের শুধু টিভিতেই দেখা যায়। যদি প্রেস ওদের মিছিলে যাওয়া বন্ধ করে দেয়, ওরা মিছিল করা বন্ধ করে দেবে ৪৬ টি নতুন কলেজ, ৩০০টি আই টি আই ও পলিটেকনিক কলেজ তৈরি হচ্ছে প্রতি বছর ১২ লক্ষ যুবক-যুবতীদের আমরা স্কিল ডেভেলপমেন্ট প্রশিক্ষণ দিচ্ছি যারা নিজেদের বিজনেস খুলতে চায় তাদের জন্য অনলাইন ব্যবস্থা করে দিয়েছি এবার থেকে যুবকল্যাণ দপ্তর ছাত্র কল্যাণ ও দেখবে সরকারের সব সচেতনতামূলক প্রচারে ছাত্রদের সামিল হওয়া উচিত সাংস্কৃতিক কারণে আমরা রাজ্যের নাম পরিবর্তন করতে চাই নতুন নাম কি হওয়া উচিত? বঙ্গ না বাংলা? মমতা বন্দ্যোপাধ্যায়ের প্রশ্ন। জনতার উত্তর – ‘বাংলা’ বাংলা হবে বিশ্ব সেরা Posted in AITC | Tagged AITC, All India Trinamool Congress, Bengal, Mamata, Mamata Banerjee, TMC, TMCP, Trinamool, Trinamool Chhatra Parishad, Trinamool Congress, West Bengal",,Positive
h2,entry-title,,Trinamool Chairperson slams the Centre at TMCP Foundation Day rally,,Neutral
a,,,Trinamool Chairperson slams the Centre at TMCP Foundation Day rally,https://aitcofficial.org/aitc/trinamool-chairperson-to-address-students-at-tmcp-foundation-day-rally/,Neutral
div,entry-meta,,"Posted on August 26, 2016 | by admin2 | Leave a Comment on Trinamool Chairperson slams the Centre at TMCP Foundation Day rally",,Neutral
span,posted-on,,"Posted on August 26, 2016",,Neutral
a,,,"August 26, 2016",https://aitcofficial.org/aitc/trinamool-chairperson-to-address-students-at-tmcp-foundation-day-rally/,Neutral
span,comments-link,,Leave a Comment on Trinamool Chairperson slams the Centre at TMCP Foundation Day rally,,Neutral
a,,,Leave a Comment on Trinamool Chairperson slams the Centre at TMCP Foundation Day rally,https://aitcofficial.org/aitc/trinamool-chairperson-to-address-students-at-tmcp-foundation-day-rally/#respond,Neutral
span,screen-reader-text,,on Trinamool Chairperson slams the Centre at TMCP Foundation Day rally,,Neutral
div,entry-content,,"Trinamool Congress Chairperson Mamata Banerjee addressed student activists today at a rally held near the statue of Mahatma Gandhi on Mayo Road. Slamming the Centre for interference in State matters, she said if the Centre did not stop interfering in three months, a protest would be held at Delhi. She also condemned the bandh culture of CPI(M) and said no bandh will be allowed in Bengal. The Chairperson asked the students to maintain discipline and work for nation-building. She urged them to take proactive roles in mass awareness about various schemes and programmes of the government. She announced that Youth Welfare Department of the government will also look after Students’ Welfare from now. FIVE THINGS MAMATA BANERJEE SAID AT THE RALLY: On student politics Politics should be for serving people, for nation-building. All politicians are not bad. If 1 per cent people are bad you cannot blame 99 per cent good people. Our students and youths are the future of the country. My foundation in politics was through student politics. Those who emerge from student activism they can never become thieves; they work for people. You can either work for a company or create an institution that creates jobs for lakhs for people. On recruitment of teachers Government is ready to initiate teachers’ appointment in 65000 vacant positions. Few politicians filed case against teachers’ recruitment and are now demanding why teachers are not getting jobs. On Centre’s neglect Centre has stopped giving us funds. They owe us Rs 1700 crore under 100 Days’ Work. Centre used to give 90 per cent funds for ICDS. Now they provide only 10 per cent. Centre wants States to provide 40-50 per cent funds for most schemes. But they will name every scheme after PM. They have completely destroyed the country. Delhi babus must not forget State governments are also elected by the people. People have the final say in a democracy. Centre’s budget for Beti Bachao scheme is Rs 100 crore for whole country. Our budget for Kanyashree is Rs 1000 crore. Will Narendra Modi buy a new suit with the money he is saving by stopping funds for welfare schemes? Our earning is Rs 40000 crore but thanks to the CPM, we have to pay debt instalment worth Rs 50000 crore. We will hit the streets if central interference and debt problem is not solved within 3 months. On Aadhaar Centre wants to make Aadhaar card mandatory. But they have not yet finished registration process. There is an order from Supreme Court saying Aadhaar is not mandatory. But Centre has stopped scholarships and pensions. Centre must not make Aadhaar mandatory for scholarships until 100 percent registration is over. If Centre stops scholarships, student community will protest. On bandhs Trinamool does not supports Bandhs. We are ready to debate and discuss the grievances of labourers. CPM believes in dadagiri in the name of bandhs. Trinamool will not allow bandh in Bengal. We will ensure normalcy of public life. Govt will compensate the properties damaged during bandhs. We will take stern action against bandh enforcers. Opposition only exists in TV studios. If press stops covering their events, they will give up protests. তৃণমূলের ছাত্র সমাবেশে কেন্দ্রকে তুলোধনা করলেন মমতা বন্দ্যোপাধ্যায় আজ মেয়ো রোডে গান্ধী মূর্তির পাদদেশে তৃণমূল ছাত্র পরিষদের সভার আয়োজন করা হয়েছিল। সভায় বক্তব্য রাখলেন তৃণমূল কংগ্রেসের সভানেত্রী মমতা বন্দ্যোপাধ্যায়। প্রতি বছর ২৮শে আগস্ট তৃণমূল ছাত্র পরিষদের প্রতিষ্ঠা দিবস হিসেবে পালিত হয়। তৃণমূল নেত্রী সহ অধিকাংশ তৃণমূল নেতারাই তাদের রাজনৈতিক জীবন শুরু করেছেন ছাত্র জীবন থেকে। রাজনীতির অর্থ মানুষকে সেবা করা, জাতি গঠন করা। সব রাজনীতিবিদরা খারাপ নন। যদি ১ শতাংশ মানুষ খারাপ হন, তাহলে বাকি ৯৯ শতাংশ ভালো মানুষকে খারাপ বলা উচিত নয়। ছাত্র ও যুবরাই আমাদের দেশের ভবিষ্যৎ, এদিন মঞ্চ থেকে এই বার্তাই দেন নেত্রী। নেত্রীর বক্তব্যের কিছু অংশ: ছাত্র জীবন থেকেই আমার রাজনীতি শুরু যারা ছাত্রজীবন থেকে সংগ্রাম করে, তারা কখনো চোর হয় না, তারা মানুষের জন্য কাজ করে আপনি কোন কোম্পানির হয়ে কাজ করতে পারেন অথবা কোন প্রতিষ্ঠান ও তৈরি করতে পারেন যার মাধ্যমে অনেক মানুষের কর্মসংস্থান হবে বেশ কিছু রাজনীতিবিদ শিক্ষকদের নিয়োগ বিরুদ্ধে মামলা দায়ের করেছে এবং এখন কেন শিক্ষকরা চাকরি পাচ্ছেন না কাজ দাবী করছে বাম আমলে একটু বৃষ্টিতেই কলকাতায় সারাদিন জল জমে থাকত, এখন জল জমলে তা পাম্প করে তা নামিয়ে দেওয়া হয় মানুষের সেবা করাই আমার কাজ। আমি তাই করব ছাত্র-ছাত্রীদের অসীম দায়িত্ব। আমি বাংলার ছাত্রছাত্রীদের অনুরোধ করব তারা যেন তাদের রাজ্যকে ভুলে না যান আমরা মাল্টি সুপার স্পেশালটি হসপিটাল তৈরি করছি, সেখানে আমাদের অনেক ডাক্তার প্রয়োজন কেন্দ্রের উচিত মেডিকেলের আসন সংখ্যা বৃদ্ধি করা। এতে সব রাজ্যই উপকৃত হবে কেন্দ্র আমাদের টাকা দেওয়া বন্ধ করে দিয়েছে। ১০০ দিনের কাজে আমাদের ১৭০০ কোটি টাকা বকেয়া রেখেছে আইসিডিএস এর ৯০% টাকা দেওয়ার কথা কেন্দ্রের, এখন তারা ১০% টাকা দিচ্ছে কেন্দ্র চায় রাজ্য অধিকাংশ প্রকল্পের ৪০-৫০% টাকা দিক, কিন্তু সব প্রকল্পের নাম প্রধানমন্ত্রীর নামে সারা দেশে ‘বেটি বাঁচাও বেটি পড়াও’ প্রকল্পে কেন্দ্রের বরাদ্দ ১০০ কোটি আর কন্যাশ্রী প্রকল্পে আমাদের বরাদ্দ অর্থ ১০০০ কোটি টাকা আধার কার্ড বাধ্যতামূলক করতে চায় কেন্দ্র। কিন্তু ওরা এখনোও রেজিস্ট্রেশন প্রক্রিয়াই সম্পূর্ণ করেনি যে সব উন্নয়নমূলক প্রকল্পের টাকা দেওয়া বন্ধ করে দিয়েছে সেই টাকা দিয়ে কি নরেন্দ্র মোদী নিজের পোশাক কিনছেন ওরা দেশটাকে ধ্বংস করে দিচ্ছে দিল্লির বাবুদের একথা ভুলে গেলে চলবে না রাজ্যের সরকার জনগণ দ্বারা নির্বাচিত হয়েছে নারায়ণী সেনাকে প্রশিক্ষণ দিচ্ছে বি এস এফ। কেউ কেউ আবার তা সমর্থন করছে, কি অহংকার ওরা জনগণনা ভুলে গিয়ে গরুগণনা করছে সুপ্রিম কোর্ট বলেছে আধার কার্ড বাধ্যতামূলক করা যাবে না। কিন্তু কেন্দ্র স্কলারশিপ ও পেনশনের টাকা দেওয়া বন্ধ করে দিয়েছে গণতন্ত্রে মানুষই শেষ কথা বলে ১০০% রেজিস্ট্রেশন সম্পূর্ণ না হওয়া পর্যন্ত আধার কার্ড বাধ্যতামূলক করা উচিত নয় কেন্দ্রের কেন্দ্র স্কলারশিপ দেওয়া বন্ধ করে দিলে ছাত্র সংগঠন তার প্রতিবাদ করবে আমাদের অ্যায় ৪০০০০ কোটি টাকা কিন্তু সিপিএমের দেনায় দায় দায় আমরা বহন করছি, তাই ঋণ দিতে হচ্ছে ৫০০০০ কোটি টাকা কেন্দ্র হস্তক্ষেপ করা বন্ধ না করলে এবং তিন মাসের মধ্যে সমস্যার সমাধান না করলে আমরা রাস্তায় নামব দলিত ও সংখ্যালঘুদের ওপর অত্যাচারের বিরুদ্ধে আমরা কংগ্রেস প্রতিবাদের ভাষা ভুলে গেছে কেন্দ্রে যখন কংগ্রেস ক্ষমতায় ছিল, তখন রাজ্যে ক্ষমতায় ছিল সিপিএম, কেউ কোন কাজ করেনি তৃণমূল বনধকে সমর্থন করে না। আমরা শ্রমিকদের সঙ্গে সব রকম আলোচনা করতে রাজি আছি বনধএর নামে দাদাগিরি তে বিশ্বাসী সিপিএম বাংলায় বনধ তৃণমূল বরদাস্ত করবে না, আমরা শান্তিপূর্ণ ভাবে সব খোলা রাখব বনধে যেসব ক্ষতি হবে তার ক্ষতিপূরণ সরকার দেবে। জোর করে বনধ করলে আমরা কঠোর ব্যবস্থা নেব বিরোধীদের শুধু টিভিতেই দেখা যায়। যদি প্রেস ওদের মিছিলে যাওয়া বন্ধ করে দেয়, ওরা মিছিল করা বন্ধ করে দেবে ৪৬ টি নতুন কলেজ, ৩০০টি আই টি আই ও পলিটেকনিক কলেজ তৈরি হচ্ছে প্রতি বছর ১২ লক্ষ যুবক-যুবতীদের আমরা স্কিল ডেভেলপমেন্ট প্রশিক্ষণ দিচ্ছি যারা নিজেদের বিজনেস খুলতে চায় তাদের জন্য অনলাইন ব্যবস্থা করে দিয়েছি এবার থেকে যুবকল্যাণ দপ্তর ছাত্র কল্যাণ ও দেখবে সরকারের সব সচেতনতামূলক প্রচারে ছাত্রদের সামিল হওয়া উচিত সাংস্কৃতিক কারণে আমরা রাজ্যের নাম পরিবর্তন করতে চাই নতুন নাম কি হওয়া উচিত? বঙ্গ না বাংলা? মমতা বন্দ্যোপাধ্যায়ের প্রশ্ন। জনতার উত্তর – ‘বাংলা’ বাংলা হবে বিশ্ব সেরা",,Positive
p,,,Trinamool Congress Chairperson Mamata Banerjee addressed student activists today at a rally held near the statue of Mahatma Gandhi on Mayo Road.,,Neutral
p,,,"Slamming the Centre for interference in State matters, she said if the Centre did not stop interfering in three months, a protest would be held at Delhi. She also condemned the bandh culture of CPI(M) and said no bandh will be allowed in Bengal.",,Neutral
p,,,The Chairperson asked the students to maintain discipline and work for nation-building. She urged them to take proactive roles in mass awareness about various schemes and programmes of the government. She announced that Youth Welfare Department of the government will also look after Students’ Welfare from now.,,Neutral
p,,,FIVE THINGS MAMATA BANERJEE SAID AT THE RALLY:,,Neutral
p,,,On student politics,,Neutral
p,,,"Politics should be for serving people, for nation-building. All politicians are not bad. If 1 per cent people are bad you cannot blame 99 per cent good people. Our students and youths are the future of the country.",,Neutral
p,,,My foundation in politics was through student politics. Those who emerge from student activism they can never become thieves; they work for people. You can either work for a company or create an institution that creates jobs for lakhs for people.,,Neutral
p,,,On recruitment of teachers,,Neutral
p,,,Government is ready to initiate teachers’ appointment in 65000 vacant positions. Few politicians filed case against teachers’ recruitment and are now demanding why teachers are not getting jobs.,,Neutral
p,,,On Centre’s neglect,,Neutral
p,,,Centre has stopped giving us funds. They owe us Rs 1700 crore under 100 Days’ Work. Centre used to give 90 per cent funds for ICDS. Now they provide only 10 per cent. Centre wants States to provide 40-50 per cent funds for most schemes. But they will name every scheme after PM.,,Positive
p,,,They have completely destroyed the country. Delhi babus must not forget State governments are also elected by the people. People have the final say in a democracy.,,Neutral
p,,,Centre’s budget for Beti Bachao scheme is Rs 100 crore for whole country. Our budget for Kanyashree is Rs 1000 crore. Will Narendra Modi buy a new suit with the money he is saving by stopping funds for welfare schemes?,,Positive
p,,,"Our earning is Rs 40000 crore but thanks to the CPM, we have to pay debt instalment worth Rs 50000 crore. We will hit the streets if central interference and debt problem is not solved within 3 months.",,Positive
p,,,Centre wants to make Aadhaar card mandatory. But they have not yet finished registration process. There is an order from Supreme Court saying Aadhaar is not mandatory. But Centre has stopped scholarships and pensions.,,Positive
p,,,"Centre must not make Aadhaar mandatory for scholarships until 100 percent registration is over. If Centre stops scholarships, student community will protest.",,Neutral
p,,,Trinamool does not supports Bandhs. We are ready to debate and discuss the grievances of labourers. CPM believes in dadagiri in the name of bandhs.,,Positive
p,,,Trinamool will not allow bandh in Bengal. We will ensure normalcy of public life. Govt will compensate the properties damaged during bandhs. We will take stern action against bandh enforcers.,,Neutral
p,,,"Opposition only exists in TV studios. If press stops covering their events, they will give up protests.",,Neutral
h1,,,তৃণমূলের ছাত্র সমাবেশে কেন্দ্রকে তুলোধনা করলেন মমতা বন্দ্যোপাধ্যায়,,Neutral
p,,,আজ মেয়ো রোডে গান্ধী মূর্তির পাদদেশে তৃণমূল ছাত্র পরিষদের সভার আয়োজন করা হয়েছিল। সভায় বক্তব্য রাখলেন তৃণমূল কংগ্রেসের সভানেত্রী মমতা বন্দ্যোপাধ্যায়। প্রতি বছর ২৮শে আগস্ট তৃণমূল ছাত্র পরিষদের প্রতিষ্ঠা দিবস হিসেবে পালিত হয়।,,Neutral
p,,,তৃণমূল নেত্রী সহ অধিকাংশ তৃণমূল নেতারাই তাদের রাজনৈতিক জীবন শুরু করেছেন ছাত্র জীবন থেকে।,,Neutral
